Play #,State,Action,Reward,Next State,Terminated
15,[-0.81785685 -0.03211499],0,-1.0,[-0.84904057 -0.03118373],0
15,[-0.84904057 -0.03118373],0,-1.0,[-0.8791532  -0.03011262],0
15,[-0.8791532  -0.03011262],0,-1.0,[-0.9080768  -0.02892363],0
15,[-0.9080768  -0.02892363],0,-1.0,[-0.9357151  -0.02763823],0
15,[-0.9357151  -0.02763823],0,-1.0,[-0.96199185 -0.02627675],0
15,[-0.96199185 -0.02627675],0,-1.0,[-0.9868498  -0.02485798],0
15,[-0.9868498  -0.02485798],0,-1.0,[-1.0102487  -0.02339884],0
15,[-1.0102487  -0.02339884],0,-1.0,[-1.0321628  -0.02191418],0
15,[-1.0321628  -0.02191418],0,-1.0,[-1.0525795  -0.02041673],0
15,[-1.0525795  -0.02041673],1,-1.0,[-1.0704966  -0.01791705],0
15,[-1.0704966  -0.01791705],1,-1.0,[-1.0859197  -0.01542316],0
15,[-1.0859197  -0.01542316],1,-1.0,[-1.0988598  -0.01294001],0
15,[-1.0988598  -0.01294001],1,-1.0,[-1.1093297  -0.01046997],0
15,[-1.1093297  -0.01046997],1,-1.0,[-1.1173431  -0.00801328],0
15,[-1.1173431  -0.00801328],2,-1.0,[-1.1219114  -0.00456843],0
15,[-1.1219114  -0.00456843],2,-1.0,[-1.1230425  -0.00113096],0
15,[-1.1230425  -0.00113096],2,-1.0,[-1.1207378  0.0023046],0
15,[-1.1207378  0.0023046],2,-1.0,[-1.1149938  0.005744 ],0
15,[-1.1149938  0.005744 ],2,-1.0,[-1.1058013   0.00919247],0
15,[-1.1058013   0.00919247],2,-1.0,[-1.0931474   0.01265394],0
15,[-1.0931474   0.01265394],2,-1.0,[-1.0770172   0.01613022],0
15,[-1.0770172   0.01613022],2,-1.0,[-1.0573969   0.01962022],0
15,[-1.0573969   0.01962022],2,-1.0,[-1.0342779   0.02311905],0
15,[-1.0342779   0.02311905],2,-1.0,[-1.0076607   0.02661718],0
15,[-1.0076607   0.02661718],2,-1.0,[-0.9775611   0.03009961],0
15,[-0.9775611   0.03009961],2,-1.0,[-0.94401586  0.03354526],0
15,[-0.94401586  0.03354526],2,-1.0,[-0.9070894   0.03692644],0
15,[-0.9070894   0.03692644],2,-1.0,[-0.8668806   0.04020883],0
15,[-0.8668806   0.04020883],2,-1.0,[-0.8235287   0.04335188],0
15,[-0.8235287   0.04335188],2,-1.0,[-0.7772188   0.04630987],0
15,[-0.7772188   0.04630987],2,-1.0,[-0.7281851   0.04903373],0
15,[-0.7281851   0.04903373],2,-1.0,[-0.6767115   0.05147359],0
15,[-0.6767115   0.05147359],2,-1.0,[-0.62312955  0.05358198],0
15,[-0.62312955  0.05358198],2,-1.0,[-0.56781214  0.05531741],0
15,[-0.56781214  0.05531741],2,-1.0,[-0.51116407  0.05664804],0
15,[-0.51116407  0.05664804],2,-1.0,[-0.4536093  0.0575548],0
15,[-0.4536093  0.0575548],2,-1.0,[-0.39557555  0.05803373],0
15,[-0.39557555  0.05803373],2,-1.0,[-0.33747855  0.05809699],0
15,[-0.33747855  0.05809699],2,-1.0,[-0.27970606  0.0577725 ],0
15,[-0.27970606  0.0577725 ],2,-1.0,[-0.22260386  0.0571022 ],0
15,[-0.22260386  0.0571022 ],2,-1.0,[-0.16646461  0.05613925],0
15,[-0.16646461  0.05613925],2,-1.0,[-0.11152004  0.05494457],0
15,[-0.11152004  0.05494457],2,-1.0,[-0.05793685  0.05358319],0
15,[-0.05793685  0.05358319],2,-1.0,[-0.005816    0.05212085],0
15,[-0.005816    0.05212085],2,-1.0,[0.04480524 0.05062123],0
15,[0.04480524 0.05062123],2,-1.0,[0.09394902 0.04914378],0
15,[0.09394902 0.04914378],2,-1.0,[0.14169145 0.04774243],0
15,[0.14169145 0.04774243],2,-1.0,[0.18815635 0.04646491],0
15,[0.18815635 0.04646491],2,-1.0,[0.23350906 0.04535272],0
15,[0.23350906 0.04535272],2,-1.0,[0.27795053 0.04444147],0
15,[0.27795053 0.04444147],2,-1.0,[0.32171193 0.04376139],0
15,[0.32171193 0.04376139],2,-1.0,[0.36505008 0.04333813],0
15,[0.36505008 0.04333813],2,-1.0,[0.40824342 0.04319335],0
15,[0.40824342 0.04319335],2,-1.0,[0.45158878 0.04334535],0
15,[0.45158878 0.04334535],2,-1.0,[0.49539822 0.04380947],0
15,[0.49539822 0.04380947],2,-1.0,[0.53999645 0.04459821],1
16,"(array([-0.43866447,  0.        ], dtype=float32), {})",2,-1.0,[-4.3829462e-01  3.6986326e-04],0
16,[-4.3829462e-01  3.6986326e-04],2,-1.0,[-0.43755758  0.00073704],0
16,[-0.43755758  0.00073704],2,-1.0,[-0.43645868  0.00109888],0
16,[-0.43645868  0.00109888],2,-1.0,[-0.43500593  0.00145274],0
16,[-0.43500593  0.00145274],2,-1.0,[-0.43320987  0.00179609],0
16,[-0.43320987  0.00179609],1,-1.0,[-0.4320834   0.00112645],0
16,[-0.4320834   0.00112645],1,-1.0,[-0.43163472  0.00044868],0
16,[-0.43163472  0.00044868],1,-1.0,[-4.3186706e-01 -2.3233611e-04],0
16,[-4.3186706e-01 -2.3233611e-04],1,-1.0,[-0.43277875 -0.00091167],0
16,[-0.43277875 -0.00091167],1,-1.0,[-0.43436316 -0.00158443],0
16,[-0.43436316 -0.00158443],1,-1.0,[-0.43660888 -0.00224573],0
16,[-0.43660888 -0.00224573],1,-1.0,[-0.43949965 -0.00289077],0
16,[-0.43949965 -0.00289077],2,-1.0,[-0.44201452 -0.00251485],0
16,[-0.44201452 -0.00251485],2,-1.0,[-0.44413513 -0.00212064],0
16,[-0.44413513 -0.00212064],2,-1.0,[-0.44584614 -0.00171099],0
16,[-0.44584614 -0.00171099],2,-1.0,[-0.44713497 -0.00128886],0
16,[-0.44713497 -0.00128886],2,-1.0,[-0.4479923  -0.00085732],0
16,[-0.4479923  -0.00085732],2,-1.0,[-4.4841182e-01 -4.1951746e-04],0
16,[-4.4841182e-01 -4.1951746e-04],2,-1.0,[-4.4839048e-01  2.1349886e-05],0
16,[-4.4839048e-01  2.1349886e-05],2,-1.0,[-0.4479284   0.00046206],0
16,[-0.4479284   0.00046206],2,-1.0,[-0.44702902  0.0008994 ],0
16,[-0.44702902  0.0008994 ],2,-1.0,[-0.44569886  0.00133016],0
16,[-0.44569886  0.00133016],2,-1.0,[-0.44394764  0.00175121],0
16,[-0.44394764  0.00175121],2,-1.0,[-0.44178814  0.0021595 ],0
16,[-0.44178814  0.0021595 ],2,-1.0,[-0.43923607  0.00255206],0
16,[-0.43923607  0.00255206],2,-1.0,[-0.43631     0.00292607],0
16,[-0.43631     0.00292607],2,-1.0,[-0.43303114  0.00327886],0
16,[-0.43303114  0.00327886],2,-1.0,[-0.4294232   0.00360793],0
16,[-0.4294232   0.00360793],2,-1.0,[-0.42551222  0.00391098],0
16,[-0.42551222  0.00391098],2,-1.0,[-0.42132634  0.0041859 ],0
16,[-0.42132634  0.0041859 ],2,-1.0,[-0.4168955   0.00443083],0
16,[-0.4168955   0.00443083],2,-1.0,[-0.41225135  0.00464416],0
16,[-0.41225135  0.00464416],2,-1.0,[-0.40742686  0.00482449],0
16,[-0.40742686  0.00482449],2,-1.0,[-0.40245613  0.00497074],0
16,[-0.40245613  0.00497074],2,-1.0,[-0.3973741   0.00508203],0
16,[-0.3973741   0.00508203],2,-1.0,[-0.39221627  0.00515781],0
16,[-0.39221627  0.00515781],2,-1.0,[-0.3870185   0.00519776],0
16,[-0.3870185   0.00519776],2,-1.0,[-0.3818167   0.00520183],0
16,[-0.3818167   0.00520183],2,-1.0,[-0.37664643  0.00517024],0
16,[-0.37664643  0.00517024],2,-1.0,[-0.371543    0.00510345],0
16,[-0.371543    0.00510345],2,-1.0,[-0.36654082  0.00500218],0
16,[-0.36654082  0.00500218],2,-1.0,[-0.36167347  0.00486735],0
16,[-0.36167347  0.00486735],2,-1.0,[-0.35697335  0.00470011],0
16,[-0.35697335  0.00470011],2,-1.0,[-0.35247153  0.00450182],0
16,[-0.35247153  0.00450182],1,-1.0,[-0.34919754  0.003274  ],0
16,[-0.34919754  0.003274  ],1,-1.0,[-0.34717268  0.00202486],0
16,[-0.34717268  0.00202486],0,-1.0,[-3.4741011e-01 -2.3741879e-04],0
16,[-3.4741011e-01 -2.3741879e-04],0,-1.0,[-0.34990826 -0.00249816],0
16,[-0.34990826 -0.00249816],0,-1.0,[-0.35465094 -0.00474268],0
16,[-0.35465094 -0.00474268],0,-1.0,[-0.36160716 -0.00695623],0
16,[-0.36160716 -0.00695623],0,-1.0,[-0.3707311  -0.00912391],0
16,[-0.3707311  -0.00912391],0,-1.0,[-0.38196173 -0.01123065],0
16,[-0.38196173 -0.01123065],0,-1.0,[-0.39522296 -0.01326125],0
16,[-0.39522296 -0.01326125],0,-1.0,[-0.41042343 -0.01520044],0
16,[-0.41042343 -0.01520044],0,-1.0,[-0.42745647 -0.01703304],0
16,[-0.42745647 -0.01703304],0,-1.0,[-0.4462006  -0.01874415],0
16,[-0.4462006  -0.01874415],0,-1.0,[-0.46652004 -0.02031944],0
16,[-0.46652004 -0.02031944],0,-1.0,[-0.48826548 -0.02174544],0
16,[-0.48826548 -0.02174544],0,-1.0,[-0.5112754  -0.02300994],0
16,[-0.5112754  -0.02300994],0,-1.0,[-0.5353778  -0.02410235],0
16,[-0.5353778  -0.02410235],0,-1.0,[-0.5603918  -0.02501402],0
16,[-0.5603918  -0.02501402],0,-1.0,[-0.58613044 -0.02573863],0
16,[-0.58613044 -0.02573863],0,-1.0,[-0.6124028  -0.02627239],0
16,[-0.6124028  -0.02627239],0,-1.0,[-0.63901705 -0.02661421],0
16,[-0.63901705 -0.02661421],0,-1.0,[-0.6657828  -0.02676577],0
16,[-0.6657828  -0.02676577],0,-1.0,[-0.69251424 -0.02673144],0
16,[-0.69251424 -0.02673144],0,-1.0,[-0.71903235 -0.0265181 ],0
16,[-0.71903235 -0.0265181 ],0,-1.0,[-0.74516726 -0.02613489],0
16,[-0.74516726 -0.02613489],0,-1.0,[-0.77076006 -0.02559282],0
16,[-0.77076006 -0.02559282],0,-1.0,[-0.7956644  -0.02490436],0
16,[-0.7956644  -0.02490436],0,-1.0,[-0.8197474 -0.024083 ],0
16,[-0.8197474 -0.024083 ],0,-1.0,[-0.8428902  -0.02314277],0
16,[-0.8428902  -0.02314277],0,-1.0,[-0.864988   -0.02209784],0
16,[-0.864988   -0.02209784],0,-1.0,[-0.88595015 -0.02096214],0
16,[-0.88595015 -0.02096214],0,-1.0,[-0.90569913 -0.01974898],0
16,[-0.90569913 -0.01974898],0,-1.0,[-0.92417    -0.01847087],0
16,[-0.92417    -0.01847087],0,-1.0,[-0.9413092  -0.01713922],0
16,[-0.9413092  -0.01713922],0,-1.0,[-0.9570735 -0.0157643],0
16,[-0.9570735 -0.0157643],0,-1.0,[-0.97142863 -0.01435512],0
16,[-0.97142863 -0.01435512],0,-1.0,[-0.98434806 -0.01291943],0
16,[-0.98434806 -0.01291943],0,-1.0,[-0.9958118  -0.01146374],0
16,[-0.9958118  -0.01146374],0,-1.0,[-1.0058053  -0.00999338],0
16,[-1.0058053  -0.00999338],1,-1.0,[-1.0133178  -0.00751263],0
16,[-1.0133178  -0.00751263],1,-1.0,[-1.0183433  -0.00502554],0
16,[-1.0183433  -0.00502554],1,-1.0,[-1.0208783 -0.0025349],0
16,[-1.0208783 -0.0025349],2,-1.0,[-1.019921e+00  9.573143e-04],0
16,[-1.019921e+00  9.573143e-04],2,-1.0,[-1.015472    0.00444895],0
16,[-1.015472    0.00444895],2,-1.0,[-1.0075344   0.00793763],0
16,[-1.0075344   0.00793763],2,-1.0,[-0.99611443  0.01141996],0
16,[-0.99611443  0.01141996],2,-1.0,[-0.98122376  0.01489066],0
16,[-0.98122376  0.01489066],2,-1.0,[-0.9628819   0.01834185],0
16,[-0.9628819   0.01834185],2,-1.0,[-0.9411196  0.0217623],0
16,[-0.9411196  0.0217623],2,-1.0,[-0.91598284  0.02513677],0
16,[-0.91598284  0.02513677],2,-1.0,[-0.88753724  0.02844557],0
16,[-0.88753724  0.02844557],2,-1.0,[-0.85587305  0.03166423],0
16,[-0.85587305  0.03166423],2,-1.0,[-0.8211094  0.0347636],0
16,[-0.8211094  0.0347636],2,-1.0,[-0.78339916  0.03771026],0
16,[-0.78339916  0.03771026],2,-1.0,[-0.7429318  0.0404674],0
16,[-0.7429318  0.0404674],2,-1.0,[-0.69993556  0.04299623],0
16,[-0.69993556  0.04299623],2,-1.0,[-0.6546776   0.04525793],0
16,[-0.6546776   0.04525793],2,-1.0,[-0.60746175  0.04721588],0
16,[-0.60746175  0.04721588],2,-1.0,[-0.5586235   0.04883824],0
16,[-0.5586235   0.04883824],2,-1.0,[-0.50852305  0.05010044],0
16,[-0.50852305  0.05010044],2,-1.0,[-0.45753565  0.05098741],0
16,[-0.45753565  0.05098741],2,-1.0,[-0.40604046  0.05149518],0
16,[-0.40604046  0.05149518],2,-1.0,[-0.35440883  0.05163165],0
16,[-0.35440883  0.05163165],2,-1.0,[-0.3029923   0.05141651],0
16,[-0.3029923   0.05141651],2,-1.0,[-0.25211218  0.05088013],0
16,[-0.25211218  0.05088013],2,-1.0,[-0.20205043  0.05006174],0
16,[-0.20205043  0.05006174],2,-1.0,[-0.1530433   0.04900713],0
16,[-0.1530433   0.04900713],2,-1.0,[-0.10527727  0.04776603],0
16,[-0.10527727  0.04776603],2,-1.0,[-0.05888759  0.04638968],0
16,[-0.05888759  0.04638968],2,-1.0,[-0.01395899  0.0449286 ],0
16,[-0.01395899  0.0449286 ],2,-1.0,[0.0294718  0.04343079],0
16,[0.0294718  0.04343079],2,-1.0,[0.07141235 0.04194055],0
16,[0.07141235 0.04194055],2,-1.0,[0.11191006 0.04049771],0
16,[0.11191006 0.04049771],2,-1.0,[0.15104733 0.03913728],0
16,[0.15104733 0.03913728],2,-1.0,[0.18893693 0.03788959],0
16,[0.18893693 0.03788959],2,-1.0,[0.22571747 0.03678055],0
16,[0.22571747 0.03678055],2,-1.0,[0.26154962 0.03583214],0
16,[0.26154962 0.03583214],2,-1.0,[0.29661268 0.03506305],0
16,[0.29661268 0.03506305],2,-1.0,[0.3311019  0.03448921],0
16,[0.3311019  0.03448921],2,-1.0,[0.3652263 0.0341244],0
16,[0.3652263 0.0341244],2,-1.0,[0.3992071  0.03398079],0
16,[0.3992071  0.03398079],2,-1.0,[0.43327644 0.03406936],0
16,[0.43327644 0.03406936],2,-1.0,[0.46767664 0.0344002 ],0
16,[0.46767664 0.0344002 ],2,-1.0,[0.5026594  0.03498275],1
17,"(array([-0.42758164,  0.        ], dtype=float32), {})",2,-1.0,[-4.2729184e-01  2.8978882e-04],0
17,[-4.2729184e-01  2.8978882e-04],1,-1.0,[-4.2771435e-01 -4.2250595e-04],0
17,[-4.2771435e-01 -4.2250595e-04],1,-1.0,[-0.42884612 -0.00113176],0
17,[-0.42884612 -0.00113176],1,-1.0,[-0.430679   -0.00183288],0
17,[-0.430679   -0.00183288],1,-1.0,[-0.43319976 -0.00252078],0
17,[-0.43319976 -0.00252078],1,-1.0,[-0.43639028 -0.0031905 ],0
17,[-0.43639028 -0.0031905 ],1,-1.0,[-0.4402274  -0.00383712],0
17,[-0.4402274  -0.00383712],2,-1.0,[-0.4436833  -0.00345591],0
17,[-0.4436833  -0.00345591],2,-1.0,[-0.44673285 -0.00304955],0
17,[-0.44673285 -0.00304955],2,-1.0,[-0.4493538  -0.00262095],0
17,[-0.4493538  -0.00262095],2,-1.0,[-0.451527   -0.00217319],0
17,[-0.451527   -0.00217319],2,-1.0,[-0.45323652 -0.00170953],0
17,[-0.45323652 -0.00170953],2,-1.0,[-0.45446986 -0.00123334],0
17,[-0.45446986 -0.00123334],2,-1.0,[-0.45521796 -0.0007481 ],0
17,[-0.45521796 -0.0007481 ],2,-1.0,[-4.5547533e-01 -2.5736206e-04],0
17,[-4.5547533e-01 -2.5736206e-04],2,-1.0,[-4.5524007e-01  2.3526129e-04],0
17,[-4.5524007e-01  2.3526129e-04],2,-1.0,[-0.4545139   0.00072616],0
17,[-0.4545139   0.00072616],2,-1.0,[-0.45330217  0.00121172],0
17,[-0.45330217  0.00121172],2,-1.0,[-0.45161378  0.0016884 ],0
17,[-0.45161378  0.0016884 ],2,-1.0,[-0.4494611  0.0021527],0
17,[-0.4494611  0.0021527],2,-1.0,[-0.44685987  0.00260124],0
17,[-0.44685987  0.00260124],2,-1.0,[-0.4438291   0.00303076],0
17,[-0.4438291   0.00303076],2,-1.0,[-0.4403909   0.00343819],0
17,[-0.4403909   0.00343819],2,-1.0,[-0.43657032  0.00382059],0
17,[-0.43657032  0.00382059],2,-1.0,[-0.43239504  0.00417526],0
17,[-0.43239504  0.00417526],2,-1.0,[-0.4278953   0.00449974],0
17,[-0.4278953   0.00449974],2,-1.0,[-0.4231035   0.00479178],0
17,[-0.4231035   0.00479178],2,-1.0,[-0.4180541   0.00504944],0
17,[-0.4180541   0.00504944],2,-1.0,[-0.4127831   0.00527101],0
17,[-0.4127831   0.00527101],2,-1.0,[-0.40732795  0.00545512],0
17,[-0.40732795  0.00545512],2,-1.0,[-0.4017273   0.00560066],0
17,[-0.4017273   0.00560066],2,-1.0,[-0.39602044  0.00570686],0
17,[-0.39602044  0.00570686],1,-1.0,[-0.39124724  0.00477321],0
17,[-0.39124724  0.00477321],1,-1.0,[-0.38744077  0.00380645],0
17,[-0.38744077  0.00380645],1,-1.0,[-0.38462734  0.00281343],0
17,[-0.38462734  0.00281343],0,-1.0,[-0.3838263   0.00080107],0
17,[-0.3838263   0.00080107],0,-1.0,[-0.38504305 -0.00121677],0
17,[-0.38504305 -0.00121677],0,-1.0,[-0.3882693  -0.00322627],0
17,[-0.3882693  -0.00322627],0,-1.0,[-0.3934829  -0.00521359],0
17,[-0.3934829  -0.00521359],0,-1.0,[-0.40064776 -0.00716486],0
17,[-0.40064776 -0.00716486],0,-1.0,[-0.40971398 -0.00906623],0
17,[-0.40971398 -0.00906623],0,-1.0,[-0.42061785 -0.01090384],0
17,[-0.42061785 -0.01090384],0,-1.0,[-0.4332818  -0.01266397],0
17,[-0.4332818  -0.01266397],0,-1.0,[-0.4476149  -0.01433309],0
17,[-0.4476149  -0.01433309],0,-1.0,[-0.46351296 -0.01589805],0
17,[-0.46351296 -0.01589805],0,-1.0,[-0.48085922 -0.01734626],0
17,[-0.48085922 -0.01734626],0,-1.0,[-0.49952513 -0.01866592],0
17,[-0.49952513 -0.01866592],0,-1.0,[-0.51937145 -0.01984632],0
17,[-0.51937145 -0.01984632],0,-1.0,[-0.54024947 -0.02087802],0
17,[-0.54024947 -0.02087802],0,-1.0,[-0.56200266 -0.0217532 ],0
17,[-0.56200266 -0.0217532 ],0,-1.0,[-0.5844685 -0.0224658],0
17,[-0.5844685 -0.0224658],0,-1.0,[-0.6074803  -0.02301181],0
17,[-0.6074803  -0.02301181],0,-1.0,[-0.6308696  -0.02338932],0
17,[-0.6308696  -0.02338932],0,-1.0,[-0.65446824 -0.0235986 ],0
17,[-0.65446824 -0.0235986 ],0,-1.0,[-0.6781103  -0.02364211],0
17,[-0.6781103  -0.02364211],0,-1.0,[-0.70163465 -0.02352432],0
17,[-0.70163465 -0.02352432],0,-1.0,[-0.7248863  -0.02325164],0
17,[-0.7248863  -0.02325164],0,-1.0,[-0.74771833 -0.02283208],0
17,[-0.74771833 -0.02283208],0,-1.0,[-0.76999336 -0.02227499],0
17,[-0.76999336 -0.02227499],0,-1.0,[-0.79158413 -0.02159078],0
17,[-0.79158413 -0.02159078],0,-1.0,[-0.81237465 -0.02079051],0
17,[-0.81237465 -0.02079051],0,-1.0,[-0.83226025 -0.01988563],0
17,[-0.83226025 -0.01988563],0,-1.0,[-0.8511479  -0.01888759],0
17,[-0.8511479  -0.01888759],0,-1.0,[-0.86895555 -0.01780767],0
17,[-0.86895555 -0.01780767],0,-1.0,[-0.8856122  -0.01665665],0
17,[-0.8856122  -0.01665665],0,-1.0,[-0.9010569  -0.01544468],0
17,[-0.9010569  -0.01544468],0,-1.0,[-0.91523796 -0.01418112],0
17,[-0.91523796 -0.01418112],0,-1.0,[-0.92811245 -0.01287448],0
17,[-0.92811245 -0.01287448],0,-1.0,[-0.9396448  -0.01153233],0
17,[-0.9396448  -0.01153233],0,-1.0,[-0.9498061  -0.01016134],0
17,[-0.9498061  -0.01016134],0,-1.0,[-0.9585734  -0.00876729],0
17,[-0.9585734  -0.00876729],0,-1.0,[-0.96592855 -0.00735513],0
17,[-0.96592855 -0.00735513],0,-1.0,[-0.9718576  -0.00592906],0
17,[-0.9718576  -0.00592906],1,-1.0,[-0.97535026 -0.00349265],0
17,[-0.97535026 -0.00349265],1,-1.0,[-0.97640073 -0.0010505 ],0
17,[-0.97640073 -0.0010505 ],1,-1.0,[-0.9750074   0.00139333],0
17,[-0.9750074   0.00139333],2,-1.0,[-0.97017246  0.00483493],0
17,[-0.97017246  0.00483493],2,-1.0,[-0.961904    0.00826848],0
17,[-0.961904    0.00826848],2,-1.0,[-0.9502169   0.01168708],0
17,[-0.9502169   0.01168708],2,-1.0,[-0.9351349   0.01508202],0
17,[-0.9351349   0.01508202],2,-1.0,[-0.91669285  0.01844207],0
17,[-0.91669285  0.01844207],2,-1.0,[-0.89493996  0.0217529 ],0
17,[-0.89493996  0.0217529 ],2,-1.0,[-0.8699433  0.0249966],0
17,[-0.8699433  0.0249966],2,-1.0,[-0.8417919   0.02815139],0
17,[-0.8417919   0.02815139],2,-1.0,[-0.8106004   0.03119156],0
17,[-0.8106004   0.03119156],2,-1.0,[-0.77651256  0.03408781],0
17,[-0.77651256  0.03408781],2,-1.0,[-0.7397048   0.03680783],0
17,[-0.7397048   0.03680783],2,-1.0,[-0.7003873   0.03931744],0
17,[-0.7003873   0.03931744],2,-1.0,[-0.65880525  0.04158207],0
17,[-0.65880525  0.04158207],2,-1.0,[-0.6152367   0.04356854],0
17,[-0.6152367   0.04356854],2,-1.0,[-0.5699895  0.0452472],0
17,[-0.5699895  0.0452472],2,-1.0,[-0.52339554  0.04659401],0
17,[-0.52339554  0.04659401],2,-1.0,[-0.47580302  0.04759248],0
17,[-0.47580302  0.04759248],2,-1.0,[-0.42756778  0.04823524],0
17,[-0.42756778  0.04823524],2,-1.0,[-0.37904286  0.04852493],0
17,[-0.37904286  0.04852493],2,-1.0,[-0.33056843  0.04847442],0
17,[-0.33056843  0.04847442],2,-1.0,[-0.28246218  0.04810626],0
17,[-0.28246218  0.04810626],2,-1.0,[-0.23501077  0.0474514 ],0
17,[-0.23501077  0.0474514 ],2,-1.0,[-0.18846335  0.04654743],0
17,[-0.18846335  0.04654743],2,-1.0,[-0.14302686  0.04543648],0
17,[-0.14302686  0.04543648],2,-1.0,[-0.09886376  0.04416311],0
17,[-0.09886376  0.04416311],2,-1.0,[-0.0560915   0.04277226],0
17,[-0.0560915   0.04277226],2,-1.0,[-0.01478392  0.04130757],0
17,[-0.01478392  0.04130757],2,-1.0,[0.02502611 0.03981003],0
17,[0.02502611 0.03981003],2,-1.0,[0.06334318 0.03831707],0
17,[0.06334318 0.03831707],2,-1.0,[0.10020526 0.03686208],0
17,[0.10020526 0.03686208],2,-1.0,[0.13567945 0.03547419],0
17,[0.13567945 0.03547419],2,-1.0,[0.1698579  0.03417845],0
17,[0.1698579  0.03417845],2,-1.0,[0.20285396 0.03299607],0
17,[0.20285396 0.03299607],2,-1.0,[0.23479886 0.03194489],0
17,[0.23479886 0.03194489],2,-1.0,[0.26583874 0.03103988],0
17,[0.26583874 0.03103988],2,-1.0,[0.29613242 0.03029367],0
17,[0.29613242 0.03029367],2,-1.0,[0.32584944 0.02971703],0
17,[0.32584944 0.02971703],2,-1.0,[0.35516882 0.02931938],0
17,[0.35516882 0.02931938],2,-1.0,[0.38427806 0.02910923],0
17,[0.38427806 0.02910923],2,-1.0,[0.41337252 0.02909448],0
17,[0.41337252 0.02909448],2,-1.0,[0.4426553  0.02928277],0
17,[0.4426553  0.02928277],2,-1.0,[0.47233695 0.02968164],0
17,[0.47233695 0.02968164],2,-1.0,[0.50263566 0.03029869],1
18,"(array([-0.5283249,  0.       ], dtype=float32), {})",2,-1.0,[-0.52728945  0.00103544],0
18,[-0.52728945  0.00103544],2,-1.0,[-0.5252263   0.00206312],0
18,[-0.5252263   0.00206312],2,-1.0,[-0.522151    0.00307533],0
18,[-0.522151    0.00307533],2,-1.0,[-0.5180865   0.00406447],0
18,[-0.5180865   0.00406447],1,-1.0,[-0.51406336  0.00402313],0
18,[-0.51406336  0.00402313],1,-1.0,[-0.51011175  0.00395163],0
18,[-0.51011175  0.00395163],1,-1.0,[-0.5062612  0.0038505],0
18,[-0.5062612  0.0038505],1,-1.0,[-0.5025407   0.00372053],0
18,[-0.5025407   0.00372053],1,-1.0,[-0.49897802  0.0035627 ],0
18,[-0.49897802  0.0035627 ],1,-1.0,[-0.4955998   0.00337821],0
18,[-0.4955998   0.00337821],2,-1.0,[-0.49143136  0.00416846],0
18,[-0.49143136  0.00416846],2,-1.0,[-0.48650378  0.00492758],0
18,[-0.48650378  0.00492758],2,-1.0,[-0.48085383  0.00564994],0
18,[-0.48085383  0.00564994],2,-1.0,[-0.47452357  0.00633024],0
18,[-0.47452357  0.00633024],2,-1.0,[-0.46756008  0.0069635 ],0
18,[-0.46756008  0.0069635 ],2,-1.0,[-0.4600149   0.00754519],0
18,[-0.4600149   0.00754519],2,-1.0,[-0.4519437   0.00807119],0
18,[-0.4519437   0.00807119],2,-1.0,[-0.4434058   0.00853791],0
18,[-0.4434058   0.00853791],2,-1.0,[-0.43446356  0.00894225],0
18,[-0.43446356  0.00894225],2,-1.0,[-0.42518187  0.00928167],0
18,[-0.42518187  0.00928167],2,-1.0,[-0.41562766  0.00955422],0
18,[-0.41562766  0.00955422],2,-1.0,[-0.40586913  0.00975853],0
18,[-0.40586913  0.00975853],2,-1.0,[-0.39597532  0.0098938 ],0
18,[-0.39597532  0.0098938 ],2,-1.0,[-0.3860155   0.00995984],0
18,[-0.3860155   0.00995984],2,-1.0,[-0.3760585   0.00995701],0
18,[-0.3760585   0.00995701],2,-1.0,[-0.36617225  0.00988624],0
18,[-0.36617225  0.00988624],2,-1.0,[-0.3564233   0.00974894],0
18,[-0.3564233   0.00974894],2,-1.0,[-0.34687626  0.00954703],0
18,[-0.34687626  0.00954703],2,-1.0,[-0.33759344  0.00928284],0
18,[-0.33759344  0.00928284],2,-1.0,[-0.32863435  0.00895908],0
18,[-0.32863435  0.00895908],2,-1.0,[-0.32005554  0.0085788 ],0
18,[-0.32005554  0.0085788 ],2,-1.0,[-0.3119102   0.00814534],0
18,[-0.3119102   0.00814534],2,-1.0,[-0.30424795  0.00766227],0
18,[-0.30424795  0.00766227],2,-1.0,[-0.2971146   0.00713332],0
18,[-0.2971146   0.00713332],2,-1.0,[-0.2905522   0.00656241],0
18,[-0.2905522   0.00656241],2,-1.0,[-0.2845987   0.00595351],0
18,[-0.2845987   0.00595351],2,-1.0,[-0.27928802  0.00531069],0
18,[-0.27928802  0.00531069],2,-1.0,[-0.27464995  0.00463806],0
18,[-0.27464995  0.00463806],2,-1.0,[-0.2707102   0.00393974],0
18,[-0.2707102   0.00393974],2,-1.0,[-0.26749036  0.00321986],0
18,[-0.26749036  0.00321986],2,-1.0,[-0.26500782  0.00248253],0
18,[-0.26500782  0.00248253],2,-1.0,[-0.26327595  0.00173186],0
18,[-0.26327595  0.00173186],1,-1.0,[-2.6330402e-01 -2.8061479e-05],0
18,[-2.6330402e-01 -2.8061479e-05],1,-1.0,[-0.26509187 -0.00178783],0
18,[-0.26509187 -0.00178783],1,-1.0,[-0.2686299  -0.00353805],0
18,[-0.2686299  -0.00353805],1,-1.0,[-0.27389914 -0.00526923],0
